cif_id,orgkey,cust_first_name,cust_middle_name,cust_last_name,cust_dob,cust_type,gender,marital_status,education,pan,email,preferredphone,cin,fax,ssn,url,zip,city,flg1,flg2,flg3,name,notes,phone,state,alert1,alert2,alert3,dsa_id,gcifid,rating,region,sector,status,tmdate,amount1,amount2,amount3,amount4,amount5,amount6,amount7,amount8,amount9,bank_id,boaclid,corp_id,country,dtdate1,dtdate2,dtdate3,dtdate4,dtdate5,dtdate6,dtdate7,dtdate8,dtdate9,duedate,groupid,intwfid,isdummy,manager,negated,orgname,orgtype,siccode,tds_tbl,xmldata,addname1,addname2,addname3,addname4,addname5,amount10,amount11,amount12,category,checksum,fax_home,idtyper1,idtyper2,idtyper3,idtyper4,idtyper5,industry,isrouted,kyc_date,slalevel,spouseid,uniqueid,accountid,assistant,backendid,birth_day,custclass,cust_hlth,esc_level,extension,intfield1,intfield2,intfield3,intfield4,intfield5,iscorprep,licenseno,name_alt1,nick_name,parentorg,pref_code,processid,psprt_det,purgeflag,secure_id,staffflag,stagename,startdate,strfield1,strfield2,strfield3,strfield4,strfield5,strfield6,strfield7,strfield8,strfield9,subsector,suspended,tds_cifid,userflag1,userflag2,userflag3,userflag4,assignedto,birth_year,competitor,crncy_code,email_home,email_palm,escrulenum,hshlduflag,ismcedited,istampered,maidenname,namesuffix,occupation,ownergroup,passportno,persontype,phone_cell,phone_home,ratingdate,riskrating,routedtime,salutation,short_name,strfield10,strfield11,strfield12,strfield13,strfield14,strfield15,strfield16,strfield17,strfield18,strfield19,strfield20,strfield21,strfield22,subsegment,accounttype,birth_month,blacklisted,bocreatedby,card_holder,currentstep,dateofdeath,designation,extensionid,householdid,lead_source,mother_name,numofnegesc,numofposesc,oldentityid,otuoldcifid,owneduserid,phone_home2,rating_code,rm_group_id,sector_code,status_code,tatduration,tds_cust_id,tfpartyflag,autoapproval,bomodifiedby,core_cust_id,corprepcount,created_from,esc_due_time,fatcaremarks,groupid_code,introducerid,mluserfield1,mluserfield2,mluserfield3,mluserfield4,mluserfield5,mluserfield6,mluserfield7,mluserfield8,mluserfield9,placeofbirth,prioritycode,procesclevel,purgeremarks,recordstatus,revenueunits,routerulenum,submitforkyc,tabvalidator,tds_tbl_code,tickersymbol,uniqueidtype,accessownerbc,address_line1,address_line2,address_line3,annualrevenue,bodatecreated,createduserid,currnumnegesc,currnumposesc,customerminor,customertrade,cust_language,enable_alerts,futureprocess,householdname,internalscore,introd_status,intuserfield1,intuserfield2,intuserfield3,intuserfield4,intuserfield5,manualrouting,mluserfield10,mluserfield11,negated_notes,oldentitytype,photograph_id,preferredname,previous_name,processstatus,segupdatedate,seniorcitizen,struserfield1,struserfield2,struserfield3,struserfield4,struserfield5,struserfield6,struserfield7,struserfield8,struserfield9,suspend_notes,tertiaryrm_id,add1_last_name,add2_last_name,add3_last_name,add4_last_name,add5_last_name,bodatemodified,concurdetect_x,converted_date,countryofbirth,customernreflg,cust_community,cust_hlth_code,cust_type_code,dateuserfield1,dateuserfield2,dateuserfield3,dateuserfield4,dateuserfield5,delinquencyflg,dual_last_name,introducername,kyc_reviewdate,lasteditedpage,manageropinion,nativelangcode,nativelangname,negated_reason,physical_state,preferredemail,primary_sol_id,procescduetime,processgroupid,proofofageflag,psprt_exp_date,routeruleforbc,secondaryrm_id,securityglhint,securityguhint,securityilhint,securityiuhint,stopescalation,strfield6_alt1,struserfield10,struserfield11,struserfield12,struserfield13,struserfield14,struserfield15,struserfield16,struserfield17,struserfield18,struserfield19,struserfield20,struserfield21,struserfield22,struserfield23,struserfield24,struserfield25,struserfield26,struserfield27,struserfield28,struserfield29,struserfield30,subsector_code,suspend_reason,uniqueidnumber,add1_first_name,add2_first_name,add3_first_name,add4_first_name,add5_first_name,assignedtogroup,blacklist_notes,chargelevelcode,currstepduedate,cust_commu_code,dual_first_name,entity_cre_flag,escalationattr1,escalationattr2,escalationattr3,incrementaldate,nativelangtitle,nat_id_card_num,nocurstepassign,occupation_code,ownedlocationid,potentialcrline,pref_code_rcode,prevstependdate,primarypersonid,salutation_code,short_name_alt1,staffemployeeid,totalcrexposure,zakat_deduction,accessowneragent,accessownergroup,add1_middle_name,add2_middle_name,add3_middle_name,add4_middle_name,add5_middle_name,assignedbyuserid,availablecrlimit,blacklist_reason,custcreationmode,deliquencyperiod,dual_middle_name,editedlocationid,enrollmentstatus,minor_guard_code,minor_guard_name,numberofproducts,psprt_issue_date,routeruleforuser,constitution_code,createdbysystemid,createdlocationid,creditbureauscore,currentcrexposure,custstatuschgdate,cust_staff_status,dateofbecomingnre,document_received,freezeproductsale,isebankingenabled,lastoperperformed,lastsubmitteddate,onetime_oldcustid,preferredcalendar,relationshipmgrid,relationshipvalue,relationship_type,routeruleforgroup,short_name_native,accessownersegment,assignedlocationid,dateofnotification,defaultaddresstype,firstbcassignownid,firstgrassignownid,introd_status_code,maidennameofmother,modifiedbysystemid,nrebecomingorddate,oldentitycreatedon,preferredchannelid,preferredemailtype,preferredphonetype,proofofagedocument,relationshipfield1,relationshipfield2,relationshipfield3,relationshipoffer1,relationshipoffer2,relationship_level,risk_profile_score,segmentation_class,short_name_native1,stopprocescalation,accessassigneeagent,core_introd_cust_id,cust_last_name_alt1,cust_pref_till_date,father_husband_name,introducername_alt1,issmsbankingenabled,iswapbankingenabled,nativelangcode_code,transferredbyuserid,asset_classification,combinedstatementflg,cust_first_name_alt1,cust_health_ref_code,cust_swift_code_desc,defaultchannel_alert,firstuserassignownid,introducersalutation,introducerstatuscode,minorattainmajordate,nativelangtitle_code,constitution_ref_code,customerprofitability,cust_last_name_native,cust_middle_name_alt1,is_swift_code_of_bank,minor_guard_name_alt1,customerrelationshipno,cust_first_name_native,cust_last_name_native1,interface_reference_id,introd_salutation_code,primary_service_centre,smsbankingmobilenumber,creditbureaudescription,creditbureaurequestdate,cust_first_name_native1,cust_middle_name_native,first_product_processor,offline_cum_debit_limit,relationshipcreatedbyid,relationshipopeningdate,alreadycreatedinebanking,creditscorerequestedflag,cust_middle_name_native1,islamic_banking_customer,lastforeigntaxreviewdate,nextforeigntaxreviewdate,risk_profile_expiry_date,sencitizenapplicabledate,sencitizenconversionflag,creditbureauscorevalidity,foreignacctaxreportingreq,foreigntaxreportingstatus,preferred_mobile_alert_no,credithistoryrequestedflag,foreigntaxreportingcountry,customer_level_provisioning,preferred_mobile_alert_type,updated_at
DLNIND1983170,R02275983,Aavaas,Govinda,Rana,2020-08-07T00:00:00.000000,INDIVIDUAL,M,FALSE,,,aavaas693@gmail.com,-9877183551,,,,,97700,KATHM,,,,Aavaas Govinda Rana,,,KATHM,,,,,,,BAG,,,2022-12-23T19:20:04,,,,,,,,,,1,,,NP,,,,,,,,,,,R02275983,,N,FINADM,N,,Account,,TAX6,,,,,,,,,,,,,,,,,,,,,SLA1,,2.07704E+12,6949777,,,7,,,,,,,,,,N,,,,,PSAGR,,,N,,N,,2022-08-11T17:49:38,,,,,,,,,,,N,,,,,,,2020,,,,,,,,N,,,STUDE,,,,9.77987E+12,,,LRISK,,MISS,DIWANSHI,,,,,,,,,,,,,,Sub Class A,,8,N,7,,,,,,,,,,,,,1,,,,,OTH,,,N,,2,RC2266496,,,,,,,,,,,,,,,,,,,LOW TURNOVER,A,,,,Retail_Customer_GE=Y|Retail_Customer_DE=Y,,,IDTypeR7,1,TYANGLAPHAT,123,KIRTIPUR MUNICIPALITY,,2022-08-11T17:49:38,7,,,Y,,INFENG,N,,,,,,,,,,,,,,,,DIWANSHI,,,,N,,,,,,,,,,,,,,,,,2022-08-11T17:49:38,3,,,N,HINDU,,,,,,,,,,,,Normal,,INFENG,MAHAT,,Y,CHHETRISIRJU1994@GMAIL.COM,V8,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HINDU,,Y,,,,2022-08-11T17:49:38,,,,,,,,,,,,,,,400138,19,,,,,,,,,,,,,,M,MINOR CIF,,,,INDIV,CRM,1,,,,,,N,,N,C,,,,7,,,,,Preferential Banking,,,Mailing,,,,LITTLE STEPS,,,,,COMMEML,CELLPH,,,,,,,,,CLSA,,,,,,,,,,,,,,,,,,,,,,2038-08-07T00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,2022-08-10T00:00:00.000000,,,,,,,,2080-08-07T00:00:00.000000,,,,,,,,,,29:18.6
DLNLEG8737608,R19041342,BARDIA BUILDERS PVT. LTD.,,,2010-02-17T00:00:00.000000,LEGAL,,,,304016671,bardiabuilders871@outlook.com,-9874520344,,,,,97700,KATHM,,,,BARDIA BUILDERS PVT. LTD.,,,KATHM,,,,,,SATIS,BAG,11,OTH,2022-12-23T19:20:04,0,,,,,,,,,1,,15159,NP,,,,,,,,,,,,,N,FINADM,N,,,,TAX15,,,,,,,,,,,,,,,,,,,,,,,,1735656,,,,,,,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,11.11,N,,,,,,,,,NPR,,,,,,,,,,,,,,,,MRISK,,M/S,RAINBOW IN,,,,,,,,,,,,,,Sub Class A,,,N,400232,,,,,,,,,,,,,2,,,,,,,,N,,400030,19041342,,,,,NGRP,R19030465,,,,,,,,,,,MRISK,,,A,,,,,TAX15,,,400076,BAGBAZAR,,KATHMANDU,,2010-02-25T16:15:09,2,,,,,,N,,,,EXICU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09T11:58:15,,,,N,,,,,,,,,,,,,,NORMAL CUSTOMER,INFENG,RAINBOW INVESTMENT FUND PVT LTD ,,Y,,19,,,,,,,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,N,,11.11,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,M/S,,,,,,19,,,,,,,,,,,,,,,,,,,PRIVA,,,,,2010-02-25T12:00:00.000000,,,,,,,,,0,,,,,,Preferential Banking,,,Mailing,,,IBD,,,,,,,,,,,,,,,,Class A,,N,,19030465,,,,,,,,,,,,,,,,,,,,PRIVA,,,,,,,,,,,,,,,,,,,,2010-02-25T00:00:00.000000,,,,N,,,,,,,,,,,,,,29:18.6
DLNIND9702220,R29977110,Sakhil,Maan,Thakuri,1951-01-31T00:00:00.000000,INDIVIDUAL,M,TRUE,,,sakhil431@gmail.com,-9890824389,,,,,97700,KATHM,,,,Sakhil Maan Thakuri,,9.77977E+12,OTHER,,,,,,SATIS,BAG,,OTH,2024-07-16T13:46:28,,,,,,,,,,1,,,NP,,,,,,,,,,,R29977110,,N,FINADM,N,,Account,,TAX6,,,,,,,,,,,,,,,,,,,,,SLA1,,47,583765,,,31,,NORMA,,,,,,,,N,,,,,,,,N,,N,,2024-07-16T13:46:28,,,,,,,,,,,N,,,,,,,1951,,NPR,,,,,Y,N,,,SERVI,,,,9.77977E+12,9.77977E+12,2017-01-22T12:00:00.000000,LRISK,,MR,GOVIND NAR,,,,,,,,,,,,,,Sub Class A,,1,N,400139,N,,,,,,,,,,,R29977110,1,,SATIS,,,OTH,,,N,,401720,29977110,,A,,,,R29300792,,,,,,,,,,,,,LOW INCOME,A,,,N,Retail_Customer_GE=Y|Retail_Customer_DE=Y,,,National Card Number,400000,GYANESHWOR,,KATHMANDU,,2017-01-03T15:42:42,1,,,N,,INFENG,N,,,,EXICU,,,,,,,,,,,,GOVIND NARAYAN SHARMA,,,,Y,,,,,,,,,,,,,,,,,2024-07-16T13:46:28,7,,,N,HINDU,,6.1,,,,,,,,KALPANA SHARMA,,,,INFENG,,,Y,GOVIND_N_SHARMA@HOTMAIL.CO.UK,29,,,,,,,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HINDU,,Y,,,,2024-07-16T13:46:28,SALAR,47,,,,,,,,,,,,,400138,19,,,,,,,,,N,,,1,,,,,,,INDIV,SYSTEM,,,,2017-01-03T00:00:00.000000,,,N,,N,E,2024-07-16T13:36:12,,0,,,,,,Preferential Banking,,,Mailing,,,,,,,,,COMMEML,COMMPH1,,,,,,,,,CLSA,,N,,29300792,,,,,N,N,,,,N,,NORMA,,,,MRS,,,SALAR,INDIV,,,,N,,,,,,,,,,,,,,0,400139,2017-01-03T00:00:00.000000,,,,N,,,,2011-01-31T12:00:00.000000,,,,,,,,,,29:18.6
DLNLEG9494747,C00038863,KHOTANG FOODS PVT. LTD.,,,2012-11-12T00:00:00.000000,LEGAL,,,,,khotangfoods756@outlook.com,-9897733764,,,,,977,ITAHA,,,,KHOTANG FOODS PVT. LTD.,,,SUNSA,,,,,,SATIS,KOS,16,,2022-12-23T19:20:04,0,,,,,,,,,1,,247838,NP,,,,,,,,,,,C00038863,,N,FINADM,,,,,TAX15,,,,,,,,,,,,,,,,,,,,,SLA2,,,3918224,,,,,,,,,,,,,,,,,,,,,N,,,,2020-11-12T11:09:07,,,,,,,,,,16.3,N,,,,,,,,,NPR,,,,,,,,,,,,,,,,,,M/S,KAMAL FU,,,,,,,,,,,,,,Sub Class A,,,,7,,,,,,,,,,,,,,,,,,OTH,,,N,,424646,CC38861,,,,,,,,,,,,,,,,,,,,A,,,,,TAX15,,,,KHANAR,,ITAHARI,,2020-11-12T11:09:07,7,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-24T15:27:22,1,,,,,,,,,,,,,,,,,normal transacation,INFENG,,,,,D2,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,M/S,,,,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,,,,,,,,,,,,,,,,,Registered,,,,,,,,,,,,,,,,,,,Class A,,,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,,,,,,,,,,,,,,2020-11-12T00:00:00.000000,,,,N,,,,,,,,,,,,,,29:18.6
DLNIND8766977,R01566002,Anushikha,Laxmi,Rana,1997-01-28T00:00:00.000000,INDIVIDUAL,F,TRUE,,,anushikha592@gmail.com,-9826973203,,,,,97700,BARA,,,,Anushikha Laxmi Rana,,,BARA,,,,,,,NAR,,,2022-12-23T19:20:04,,,,,,,,,,1,,,NP,,,,,,,,,,,R01566002,,N,FINADM,N,,Account,,TAX6,,,,,,,,,,,,,,,,,,,,,SLA1,,33-01-72-04344,5309994,,,28,,,,,,,,,,N,,,,,EDCOL,,,N,,N,,2021-11-22T19:13:16,,,,,,,,,,,N,,,,,,,1997,,,,,,,,N,,,BUSIN,,,,9.77981E+12,,,LRISK,,MR,SANTOSH,,,,,,,,,,,,,,Sub Class A,,1,N,7,,,,,,,,,,,,,1,,,,,OTH,,,N,,2,RC1566115,,,,,,,,,,,,,,,,,,,NORMAL TRANSACTION,A,,,,Retail_Customer_GE=Y|Retail_Customer_DE=Y,,,IDTypeR7,1,BAGEWA,,KOLHABI MUNICIPALITY,,2021-11-22T19:13:15,7,,,N,,INFENG,N,,,,,,,,,,,,,,,,SANTOSH,,,,N,,,,,,,,,,,,,,,,,2021-11-22T19:13:16,3,,,N,HINDU,,,,,,,,,,,,Normal,,INFENG,,,Y,NA@NICASIABANK.COM,Q5,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HINDU,,Y,,,,2021-11-22T19:13:16,,,,,,,,,,,,,,,400138,19,,,,,,,,,,,,,,,,,,,INDIV,CRM,1,,,,,,N,,N,C,,,,7,,,,,Preferential Banking,,,Mailing,,,,BUSINESS,,,,,COMMEML,CELLPH,,,,,,,,,CLSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-21T00:00:00.000000,,,,,,,,2057-01-28T00:00:00.000000,,,,,,,,,,29:18.6
DLNLEG4149420,C00004442,RUPA SAVINGS AND CREDIT COOPERATIVE LTD.,,,2017-02-07T00:00:00.000000,LEGAL,,,,,rupasavingsandcreditcooperative502@outlook.com,-9839508154,,,,,.,KASKI,,,,RUPA SAVINGS AND CREDIT COOPERATIVE LTD.,,,KASKI,,,,,,,GAN,16,,2022-12-23T19:20:04,0,,,,,,,,,1,,76403,NP,,,,,,,,,,,C00004442,,N,FINADM,,,,,TAX15,,,,,,,,,,,,,,,,,,,,,SLA2,,,2115373,,,,,NORMA,,,,,,,,,,,,,,,,N,,,,2019-02-06T18:21:01,,,,,,,,,,11.5,N,,,,,,,,,NPR,,,,,,,,,,,,,,,,,,M/S,RAHAT AGRI,,,,,,,,,,,,,,Sub Class A,,,,402868,,,,,,,,,,,,,,,,,,,,,N,,402507,CC4442,,,,,,,,,,,,,,,,,,,,A,,,,,TAX15,,,,POKHARA,,POKHARA,,2019-02-06T18:21:00.000000,402868,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-06T18:36:08,1,,,,,,,,,,,,,,,,,REGISTERED IN SAHAKARI TATHA PRAKSHIYAN DIVISION KARYALAYA.,INFENG,,,,,Q0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,M/S,,,,,,,,,,,,,,,,,,,,,,,,,COOPE,,,,,,,,,,,,,,,,,,,,,,,Registered,,,,,,,,,,,,,,,,,,,Class A,,,,,,,,,,,,,,,,,,,,,,,,COOPE,,,,,,,,,,,,,,,,,,,,2019-02-06T00:00:00.000000,,,,N,,,,,,,,,,,,,,29:18.6
DLNIND4875203,R52291857,Srija,Krishna,Gurung,1968-04-13T00:00:00.000000,INDIVIDUAL,M,TRUE,,,srija510@gmail.com,-9890495183,,,,,977000,LAGNI,,,,Srija Krishna Gurung,,,SIRAH,,,,,,SATIS,SAG,,OTH,2022-12-23T19:20:04,,,,,,,,,,1,,,NP,,,,,,,,,,,R52291857,,N,FINADM,N,,Account,,TAX6,,,,,,,,,,,,,,,,,,,,,SLA1,,653,671839,,,13,,NORMA,,,,,,,,N,,,,,,,,N,,N,,2020-08-02T17:38:17,,,,,,,,,,,N,,,,,,,1968,,NPR,,,,,Y,N,,,HOUSE,,,,9.77986E+12,,2013-06-28T12:00:00.000000,LRISK,,MISS,NAGINA KUM,,,,,,,,,,,,,,Sub Class A,,4,N,400139,N,,,,,,,,,,,R52291857,1,,SATIS,,,OTH,,,N,,403430,52291857,,A,,,,R00895133,,,,,,,,,,,,,SALARIED  EMPLOYEE,A,,,N,Retail_Customer_GE=Y|Retail_Customer_DE=Y,,,National Card Number,400000,.,,LAGADI GADIYANI,,2013-06-25T22:33:56,1,,,N,,INFENG,N,,,,KNOWB,,,,,,,,,,,,NAGINA KUMARI DEVI,,,,N,,,,,,,,,,,,,,,,,2020-08-02T17:38:17,3,,,N,HINDU,,6.1,,,,,,,,KNOWN TO THE BANK,,,,INFENG,,,Y,,52,,,,,,,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HINDU,,Y,,,,2020-08-02T17:38:17,,653,,,,,,,,,,,,,400138,19,,,,,,,,,N,,,1,,,,,,,INDIV,SYSTEM,,,,,,,N,,N,E,2020-08-02T15:40:14,,0,,,,,,Preferential Banking,,,Mailing,,,,,,,,,,COMMPH1,,,,,,,,,CLSA,,N,,,,,,,N,N,,,,N,,NORMA,,,,M/S,,,,INDIV,,,,N,,,,,,,,,,,,,,,400139,2013-06-26T00:00:00.000000,,,,N,,,,2028-04-13T12:00:00.000000,,,,,,,,,,29:18.6
DLNLEG8585495,R90504419,MAHENDRANAGAR CONSULTANCY PVT. LTD.,,,1900-01-01T00:00:00.000000,LEGAL,,,,604308463,mahendranagarconsultancy192@outlook.com,-9818990761,,,,,0,TULSI,,,,MAHENDRANAGAR CONSULTANCY PVT. LTD.,,,DANG,,,,,,SATIS,LUM,11,OTH,2022-12-23T19:20:04,0,,,,,,,,,1,,22763,NP,,,,,,,,,,,,,N,FINADM,,,,,TAX0,,,,,,,,,,,,,,,,,,,,,,,,1727881,,,,,NORMA,,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,11.1,N,,,,,,,,,NPR,,,,,,,,,NOT A,,,,,,,LRISK,,M/S,SWABHIMAAN,,,,,,,,,,,,,,Sub Class A,,,,402869,,,,,,,,,,,,,2,,,,,,,,N,,402146,90504419,,,,,G0106,R01869279,,,,,,,,,,,LRISK,,,A,,,,,TAX0,,,400000,"TULSIPUR-03,DANG",,TULSIPUR,,2018-01-23T10:04:15,2,,,,,,N,,,,EMPLO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06T14:22:12,,,,N,,,,,,,,,,,,,,LOW TRANSACTION,INFENG,SWABHIMAAN LAGHUBITTA BITTIYA SANSTHA LIMITED,,Y,,90,,,,,,,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,N,,11.1,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,M/S,,,,,,19,,,,,,,,,,,,,,,,,,,PUBLI,,,,,2018-01-23T12:00:00.000000,,,,,,,,,0,,,,,,Preferential Banking,,,Registered,,,IBD,,,,,,,,,,,,,,,,Class A,,N,,1869279,,,,,,,,,,,,,,,,,,,,PUBLI,,,,,,,,,,,,,,,,,,,,2018-01-23T00:00:00.000000,,,,N,,,,,,,,,,,,,,29:18.6
DLNIND8144602,R33297804,Apsa,Kumari,Rana,1983-06-09T00:00:00.000000,INDIVIDUAL,F,TRUE,,,apsa541@gmail.com,-9870752695,,,,,977000,LALIT,,,,Apsa Kumari Rana,,+977()5554758,LALIT,,,,,,SATIS,BAG,,OTH,2022-12-23T19:20:04,,,,,,,,,,1,,,NP,,,,,,,,,,,R33297804,,N,FINADM,N,,Account,,TAX6,,,,,,,,,,,,,,,,,,,,,SLA1,,1870,1165530,,,9,,NORMA,,,,,,,,N,,,,,,,,N,,N,,2020-12-10T18:10:44,,,,,,,,,,,N,,,,,,,1983,,NPR,,,,,Y,N,,,SERVI,,,,9.77984E+12,,2013-06-28T12:00:00.000000,LRISK,,MRS,ARPANA THA,,,,,,,,,,,,,,Sub Class A,,6,N,400139,N,,,,,,,,,,,R33297804,1,,SATIS,,,OTH,,,N,,400379,33297804,,A,,,,,,,,,,,,,,,,,.,A,,,N,Retail_Customer_GE=Y|Retail_Customer_DE=Y,,,National Card Number,400000,.,,LALITPUR,,2013-06-25T22:34:12,1,,,N,,INFENG,N,,,,KNOWB,,,,,,,,,,,,ARPANA THAKUR,,,,N,,,,,,,,,,,,,,,,,2020-12-10T18:10:44,3,,,N,HINDU,,6.1,,,,,,,,,,,,INFENG,,,Y,arpana.nepal@gmail.com,33,,,,,,,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HINDU,,Y,,,,2020-12-10T18:10:44,SALAR,1870,,,,,,,,,,,,,400138,19,,,,,,,,,N,,,1,,,,,,,INDIV,SYSTEM,,,,,,,N,,N,E,2020-12-10T18:09:32,,0,,,,,,Preferential Banking,,,Mailing,,,,,,,,,COMMEML,COMMPH1,,,,,,,,,CLSA,,N,,,,,,,N,N,,,,N,,NORMA,,,,M/S,,,SALAR,INDIV,,,,N,,,,,,,,,,,,,,,400139,2013-06-26T00:00:00.000000,,,,N,,,,2043-06-09T12:00:00.000000,,,,,,,,,,29:18.6
DLNLEG2429080,R42240201,SHREE KRISHNA FOUNDATION NGO,,,1994-05-27T00:00:00.000000,LEGAL,,,,301021728,shreekrishnafoundationngo370@outlook.com,-9880142977,,,,,97700,MALAN,,,,SHREE KRISHNA FOUNDATION NGO,,,SARLA,,,,,,SATIS,JAN,11,OTH,2022-12-23T19:20:04,0,,,,,,,,,1,,1677,NP,,,,,,,,,,,,,N,FINADM,N,,,,TAX15,,,,,,,,,,,,,,,,,,,,,,,,1734198,,,,,,,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,11.5,N,,,,,,,,,NPR,,,,,,,,,NOT A,,,,,,,LRISK,,M/S,THE SAHARA,,,,,,,,,,,,,,Sub Class A,,,N,400139,,,,,,,,,,,,,2,,,,,,,,N,,2,42240201,,,,,G0206,,,,,,,,,,,,LRISK,,,A,,,,,TAX15,,,400000,"MALANGAWA-9, SARLAHI",,MALANGAWA,,2013-06-25T22:31:45,2,,,,,,N,,,,KNOWB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-19T11:45:24,,,,N,,,,,,,,,,,,,,,INFENG,THE SAHARA LOAN SAVINGS CO OPERATIVE SOCIETY LTD,,Y,,42,,,,,,,0,0,0,0,N,,,,,,,,,,,,,,,,,,,,,N,,11.5,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,M/S,,,,,,19,,,,,,,,,,,,,,,,,,,COOPE,,,,,2013-06-26T12:00:00.000000,,,,,,,,,0,,,,,,Preferential Banking,,,Registered,,,IBD,,,,,,,,,,,,,,,,Class A,,N,,,,,,,,,,,,,,,,,,,,,,COOPE,,,,,,,,,,,,,,,,,,,,2013-06-26T00:00:00.000000,,,,N,,,,,,,,,,,,,,29:18.6
DLNIND2705388,R00090623,Bashuki,Shankar,Acharya,1990-01-18T00:00:00.000000,INDIVIDUAL,M,FALSE,,,bashuki545@gmail.com,-9819311807,,,,,97700,,,,,Bashuki Shankar Acharya,,,SUNSA,,,,,,,KOS,,,2022-12-23T19:20:04,,,,,,,,,,1,,,NP,,,,,,,,,,,R00090623,,N,FINADM,N,,Account,,TAX6,,,,,,,,,,,,,,,,,,,,,SLA1,,5063,1960845,,,18,,,,,,,,,,N,,,,,EDUNI,,,N,,N,,2018-12-30T15:18:13,,,,,,,,,,,N,,,,,,,1990,,,,,,,,N,,,STUDE,,,,9.7798E+12,,,LRISK,,MR,RATAN,,,,,,,,,,,,,,Sub Class A,,1,N,7,,,,,,,,,,,,,1,,,,,OTH,,,N,,2,RC90608,,,,,,R01619400,,,,,,,,,,,,,STUDENT,A,,,,Retail_Customer_GE=Y|Retail_Customer_DE=Y,,,IDTypeR7,1,GHOPA CAMP,,DHARAN,,2018-12-30T15:18:11,7,,,N,,INFENG,N,,,,,,,,,,,,,,,,RATAN,,,,N,,,,,,,,,,,,,,,,,2018-12-30T15:18:13,3,,,N,HINDU,,,,,,,,,,KABITA BISTA,,Normal,,INFENG,,,Y,,23,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HINDU,,Y,,,,2018-12-30T15:18:13,,,,,,,,,,,,,,,400138,19,,,,,,,,,,,,,,,,,,,INDIV,CRM,1,,,,,,N,,N,C,,,,7,,,,,Preferential Banking,,,Mailing,,,,,,,,,,CELLPH,,,,,,,,,CLSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-29T00:00:00.000000,,,,,,,,2050-01-18T00:00:00.000000,,,,,,,,,,29:18.6
